customer_id,tenure_months,recency_days,purchase_frequency_90d,avg_ticket,support_tickets_90d,payment_delay_days,failed_payments_90d,login_days_30d,usage_ratio,nps_score,satisfaction_score,plan_value,plan_type,contract_type,payment_method,region,churn
736,42.2,78,4,1173.33,6,1,0,24,0.799,5,2,262.15,padrao,anual,pix,norte,0
737,13.2,48,4,57.11,7,6,0,20,0.346,3,1,51.52,padrao,mensal,debito,norte,0
738,18.8,17,8,732.33,6,20,2,4,0.963,0,5,78.95,basico,mensal,debito,norte,0
739,24.3,45,18,959.31,0,23,2,24,0.12,4,3,56.29,padrao,anual,debito,norte,0
740,25.6,53,12,425.0,6,29,0,27,0.494,3,3,381.38,basico,anual,pix,norte,0
741,1.1,1,6,734.34,1,16,1,6,0.555,1,2,193.45,padrao,mensal,debito,nordeste,1
742,7.6,107,8,460.06,7,13,3,10,0.537,7,2,297.52,basico,mensal,pix,nordeste,1
743,51.9,63,10,110.31,7,26,3,11,0.758,2,3,40.52,padrao,mensal,debito,norte,0
744,1.1,5,4,49.82,0,4,0,12,0.61,2,3,325.44,padrao,anual,cartao,sul,0
745,31.0,104,10,150.04,0,18,2,13,0.077,4,1,213.43,basico,anual,cartao,sul,0
746,29.9,102,13,154.16,5,24,0,26,0.18,10,4,372.4,padrao,mensal,boleto,sul,0
747,20.7,2,4,748.63,1,15,1,19,0.532,7,2,227.42,basico,mensal,pix,centro-oeste,0
748,26.4,20,11,650.0,7,7,0,26,0.695,4,2,323.87,padrao,mensal,debito,sudeste,0
749,47.1,44,14,568.34,4,18,2,10,0.514,9,1,266.51,padrao,mensal,cartao,sul,0
750,50.6,61,10,842.63,4,29,0,15,0.356,0,1,227.29,basico,anual,cartao,sudeste,0
751,16.4,87,5,59.52,6,7,0,3,0.051,3,2,381.27,basico,anual,debito,sul,0
752,20.0,51,11,354.34,1,16,0,8,0.786,5,4,218.32,basico,mensal,boleto,sul,0
753,15.3,73,15,941.78,4,1,0,17,0.497,5,5,361.16,padrao,mensal,cartao,nordeste,0
754,29.3,2,4,1095.57,7,6,0,5,0.539,7,5,52.89,padrao,mensal,pix,centro-oeste,0
755,41.3,79,11,548.47,0,23,2,28,0.469,7,2,276.57,basico,anual,debito,nordeste,0
756,14.5,109,13,134.52,1,14,3,8,0.265,5,4,368.1,basico,mensal,debito,centro-oeste,0
757,20.5,63,6,966.53,1,5,1,4,0.276,10,2,363.64,premium,mensal,debito,sul,0
758,55.9,55,7,1066.8,2,10,3,23,0.064,10,1,214.52,basico,anual,cartao,norte,0
759,3.9,36,17,519.85,1,3,2,2,0.708,5,3,209.85,basico,mensal,cartao,sudeste,0
760,28.2,114,7,322.29,1,23,1,9,0.272,9,4,331.68,padrao,anual,debito,norte,0
761,43.0,4,11,91.01,6,28,0,5,0.299,7,4,160.51,basico,mensal,pix,norte,0
762,9.9,35,2,725.66,3,3,3,20,0.994,1,1,377.28,premium,mensal,cartao,norte,0
763,3.8,17,18,1095.45,2,7,0,25,0.386,1,4,130.15,basico,anual,boleto,centro-oeste,0
764,9.2,104,11,826.35,3,25,1,5,0.511,0,2,66.68,padrao,anual,debito,norte,0
765,55.2,58,15,408.01,7,26,0,12,0.386,2,2,317.79,basico,anual,debito,nordeste,0
766,1.5,110,12,785.75,3,23,3,14,0.29,3,1,185.6,basico,mensal,debito,norte,0
767,12.1,80,7,1005.2,3,21,3,20,0.006,0,2,167.98,basico,mensal,boleto,sul,1
768,2.8,67,6,591.96,7,25,1,10,0.855,6,3,155.43,premium,mensal,debito,sul,0
769,7.5,62,14,990.91,0,11,1,15,0.473,4,1,392.86,padrao,mensal,cartao,centro-oeste,0
770,37.6,25,17,494.62,3,26,2,15,0.72,6,2,245.7,basico,mensal,debito,centro-oeste,0
771,15.3,67,2,444.27,5,26,2,0,0.959,5,3,396.99,premium,mensal,cartao,centro-oeste,0
772,34.6,82,16,716.27,4,6,1,17,0.003,2,1,163.59,basico,mensal,debito,norte,0
773,35.8,115,16,579.04,6,2,1,17,0.675,6,5,188.93,basico,mensal,cartao,sul,0
774,51.1,66,2,1173.45,7,15,0,29,0.119,10,2,116.13,basico,mensal,debito,sul,0
775,1.3,112,2,639.01,2,22,1,15,0.458,3,4,194.83,padrao,mensal,pix,sul,0
776,51.3,113,13,486.8,6,25,2,26,0.847,3,4,62.22,basico,anual,pix,nordeste,0
777,37.5,63,16,498.12,1,4,2,10,0.071,5,4,40.1,basico,anual,pix,sul,0
778,10.6,53,7,675.61,1,11,3,20,0.99,8,2,203.01,premium,mensal,boleto,norte,0
779,46.6,17,12,451.7,7,23,2,27,0.581,5,1,308.47,padrao,mensal,debito,sudeste,0
780,51.5,32,19,878.57,0,1,3,4,0.395,9,1,197.24,basico,anual,cartao,centro-oeste,0
781,16.0,105,6,481.57,2,21,2,17,0.02,0,2,226.38,padrao,mensal,pix,nordeste,1
782,55.2,17,4,485.61,5,8,1,27,0.587,1,3,200.32,basico,anual,cartao,sul,0
783,27.8,48,19,755.69,3,0,1,16,0.495,4,4,229.55,padrao,mensal,cartao,nordeste,1
784,36.6,84,5,110.58,6,7,2,26,0.215,2,4,319.12,basico,mensal,pix,nordeste,0
785,59.1,29,9,800.21,2,22,1,12,0.49,0,5,329.26,padrao,mensal,pix,nordeste,0
786,22.3,116,8,625.77,4,26,3,26,0.013,2,5,341.6,padrao,anual,cartao,sul,0
787,49.0,78,10,565.51,1,2,0,18,0.999,2,2,116.37,basico,mensal,pix,sul,0
788,19.8,4,5,874.33,1,13,0,14,0.332,10,3,204.72,basico,mensal,debito,sul,1
789,48.2,30,13,919.58,1,6,1,6,0.48,8,5,339.06,basico,mensal,pix,sudeste,0
790,36.4,89,13,1021.66,5,20,0,5,0.785,3,4,378.98,padrao,mensal,cartao,sul,0
791,13.8,103,4,474.77,1,23,0,8,0.713,10,3,235.37,padrao,anual,cartao,nordeste,1
792,25.4,111,9,419.36,5,28,1,22,0.889,9,5,217.38,padrao,mensal,cartao,sudeste,0
793,19.7,102,1,868.64,2,10,0,14,0.941,2,1,315.15,premium,mensal,pix,nordeste,0
794,5.6,9,4,714.89,4,8,0,11,0.189,5,4,396.91,padrao,mensal,cartao,nordeste,0
795,2.8,87,19,772.89,6,9,2,14,0.39,10,5,193.24,premium,mensal,boleto,sudeste,1
796,21.4,14,10,684.41,6,22,1,10,0.687,5,3,99.34,padrao,anual,cartao,nordeste,0
797,2.1,10,12,936.32,0,13,3,24,0.045,4,4,340.25,basico,anual,boleto,norte,0
798,10.8,83,17,260.45,6,0,0,11,0.717,9,1,295.65,padrao,mensal,cartao,norte,0
799,43.8,57,14,684.63,7,28,2,14,0.005,7,4,92.13,basico,mensal,boleto,sul,1
800,42.8,78,15,223.4,5,3,2,16,0.914,4,2,156.36,basico,anual,pix,nordeste,0
801,44.6,102,14,512.41,1,27,2,19,0.718,9,5,239.06,basico,mensal,debito,sudeste,0
802,19.7,9,9,810.23,5,4,2,10,0.565,8,2,303.23,basico,mensal,boleto,sul,0
803,53.5,63,12,611.96,5,16,0,2,0.429,3,2,320.93,padrao,mensal,boleto,norte,0
804,36.0,100,5,480.33,5,9,3,20,0.988,4,2,95.96,basico,mensal,debito,nordeste,0
805,8.4,53,17,1066.57,3,20,1,16,0.737,0,4,117.93,basico,mensal,debito,centro-oeste,0
806,9.5,63,3,936.48,4,12,2,19,0.807,1,5,307.78,premium,mensal,boleto,norte,0
807,41.9,60,17,650.5,5,11,1,16,0.825,10,2,81.7,padrao,anual,boleto,centro-oeste,0
808,11.2,108,17,1142.06,3,14,1,15,0.022,0,2,219.24,basico,mensal,pix,nordeste,0
809,30.9,6,2,532.26,6,29,2,28,0.055,9,4,236.46,basico,anual,debito,sudeste,0
810,59.5,105,14,954.16,5,7,3,1,0.198,2,3,162.07,basico,mensal,pix,nordeste,1
811,1.2,98,19,234.81,2,6,3,2,0.655,5,3,326.58,premium,anual,pix,centro-oeste,1
812,2.0,97,11,371.52,4,1,2,28,0.624,7,5,59.85,basico,mensal,cartao,sudeste,0
813,59.6,50,6,432.18,6,22,2,26,0.325,10,3,319.78,premium,mensal,boleto,centro-oeste,0
814,35.5,62,17,162.75,3,20,2,12,0.973,4,4,272.47,basico,mensal,cartao,sudeste,1
815,8.5,44,10,622.09,5,18,3,16,0.093,10,5,222.5,padrao,mensal,boleto,norte,0
816,53.9,30,2,263.02,1,0,0,13,0.777,4,2,353.95,basico,mensal,debito,centro-oeste,0
817,52.9,105,4,775.66,3,23,3,29,0.481,9,5,112.71,padrao,mensal,cartao,sul,0
818,32.6,61,13,260.51,5,24,2,13,0.419,1,5,328.18,basico,mensal,pix,sul,0
819,37.7,87,9,183.27,7,28,2,22,0.026,2,3,107.5,basico,mensal,boleto,centro-oeste,0
820,17.1,12,4,1164.14,5,27,2,10,0.728,6,2,396.46,premium,mensal,cartao,sul,0
821,4.0,94,15,803.56,5,7,3,11,0.772,7,1,51.7,padrao,mensal,cartao,norte,0
822,36.1,79,2,1126.28,2,21,2,20,0.319,8,1,239.05,basico,anual,pix,sudeste,0
823,18.4,119,4,608.27,5,12,0,11,0.517,3,5,100.39,padrao,anual,debito,norte,0
824,40.2,16,9,78.75,2,17,3,0,0.606,6,3,186.77,basico,anual,boleto,nordeste,0
825,50.3,65,0,706.27,0,9,2,5,0.368,6,4,93.16,premium,anual,debito,nordeste,0
826,2.1,61,7,687.66,1,19,3,26,0.616,10,2,109.68,basico,mensal,cartao,norte,0
827,36.1,65,18,57.37,4,28,3,11,0.434,1,2,61.85,basico,mensal,pix,nordeste,0
828,14.6,7,18,1039.04,7,19,3,3,0.878,0,5,42.78,basico,mensal,cartao,norte,0
829,52.6,57,17,759.17,3,27,0,28,0.719,6,4,298.85,basico,mensal,debito,nordeste,0
830,16.0,36,6,903.84,6,27,2,29,0.11,0,2,203.15,premium,anual,debito,centro-oeste,0
831,37.0,74,1,612.95,6,3,3,14,0.8,2,1,56.31,basico,anual,cartao,nordeste,0
832,33.7,28,16,757.35,4,28,3,18,0.338,5,5,377.93,basico,mensal,boleto,sul,0
833,24.4,52,7,338.67,6,24,2,22,0.936,2,1,279.52,padrao,anual,pix,centro-oeste,0
834,41.0,74,14,1169.56,3,12,3,1,0.603,2,1,135.04,basico,anual,pix,sul,1
835,43.8,8,2,504.84,3,18,3,8,0.028,3,2,197.83,basico,mensal,boleto,centro-oeste,0
836,34.4,94,13,228.3,5,18,0,16,0.734,7,5,216.04,padrao,mensal,cartao,centro-oeste,0
837,45.7,86,11,104.86,5,23,3,16,0.131,4,4,245.07,basico,anual,pix,nordeste,1
838,59.0,7,18,777.96,4,24,2,9,0.877,8,1,348.58,padrao,anual,cartao,nordeste,0
839,25.7,8,2,1180.72,3,3,2,0,0.948,1,5,252.26,padrao,mensal,boleto,sul,1
840,31.4,102,8,1079.12,7,0,0,28,0.695,1,5,392.24,basico,mensal,cartao,centro-oeste,0
841,1.7,34,19,854.44,0,7,3,18,0.533,1,4,301.55,padrao,anual,pix,sul,0
842,48.0,103,7,1189.09,0,15,1,22,0.602,10,1,395.77,basico,anual,boleto,norte,0
843,31.7,60,13,878.48,3,25,1,13,0.429,3,1,238.17,padrao,mensal,boleto,centro-oeste,1
844,25.1,41,3,433.53,0,19,1,15,0.084,0,5,284.14,padrao,anual,debito,sudeste,0
845,6.6,33,14,737.41,2,4,3,13,0.929,3,5,305.54,padrao,mensal,boleto,sudeste,0
846,53.5,79,5,132.53,4,21,1,12,0.329,7,5,311.61,padrao,anual,debito,centro-oeste,0
847,24.3,14,11,297.15,3,14,0,20,0.313,3,3,48.69,padrao,mensal,debito,centro-oeste,0
848,41.3,48,17,524.35,1,11,0,29,0.191,4,3,85.79,basico,anual,cartao,sul,0
849,9.8,42,13,274.11,2,23,3,23,0.992,0,1,121.88,premium,anual,pix,sul,0
850,57.7,19,9,1146.06,4,8,0,20,0.943,7,1,137.64,basico,anual,cartao,norte,0
851,11.5,42,3,1194.89,7,18,3,0,0.349,2,2,365.83,padrao,mensal,pix,nordeste,0
852,12.8,63,6,470.29,6,5,0,15,0.26,1,4,300.04,padrao,anual,cartao,sul,0
853,51.7,81,16,862.71,4,11,3,28,0.805,7,3,91.48,basico,mensal,boleto,sul,0
854,54.8,11,4,513.01,1,16,2,11,0.423,10,4,193.39,basico,mensal,debito,nordeste,0
855,13.5,104,13,201.83,1,18,0,16,0.968,6,3,127.42,premium,anual,cartao,sul,0
856,28.7,105,9,430.84,3,27,3,9,0.901,10,3,338.65,padrao,mensal,pix,nordeste,1
857,44.3,83,6,310.71,1,8,1,5,0.759,4,5,370.31,padrao,mensal,debito,norte,0
858,52.8,110,14,420.57,5,26,3,21,0.09,5,4,99.04,basico,mensal,debito,sul,0
859,23.4,51,7,289.43,2,24,2,9,0.702,3,5,189.87,padrao,mensal,cartao,nordeste,0
860,31.5,98,5,170.32,6,10,1,17,0.987,5,5,382.92,basico,mensal,boleto,centro-oeste,0
861,44.8,87,10,292.22,2,4,0,17,0.373,9,4,276.45,padrao,anual,pix,nordeste,0
862,44.1,67,15,1090.68,3,7,1,25,0.882,6,5,352.41,basico,mensal,pix,sudeste,0
863,47.2,22,17,138.86,5,19,0,28,0.408,0,2,168.67,padrao,mensal,cartao,norte,0
864,34.6,67,12,416.72,1,23,3,16,0.971,6,3,115.39,padrao,mensal,pix,nordeste,0
865,7.2,108,13,653.0,6,18,0,1,0.654,4,1,288.77,basico,mensal,cartao,norte,1
866,54.3,118,15,451.23,4,21,0,17,0.097,5,1,89.37,padrao,mensal,pix,sudeste,1
867,52.1,54,5,640.42,5,3,0,26,0.479,6,1,342.26,basico,mensal,pix,norte,0
868,48.1,30,5,90.37,3,15,3,14,0.05,6,1,311.64,basico,anual,boleto,norte,0
869,6.9,89,9,792.34,7,26,3,16,0.395,9,3,149.67,basico,anual,cartao,sudeste,0
870,13.1,10,12,693.64,6,11,2,22,0.915,9,4,219.44,basico,mensal,cartao,nordeste,0
871,44.9,18,12,829.92,1,26,0,13,0.232,10,5,327.61,basico,mensal,pix,nordeste,0
872,2.4,67,3,698.02,4,3,2,12,0.951,6,5,376.47,padrao,mensal,boleto,nordeste,0
873,58.8,118,15,547.97,7,29,3,14,0.1,3,1,166.68,padrao,mensal,debito,norte,1
874,23.3,40,7,446.16,2,23,0,25,0.665,2,3,324.3,padrao,mensal,debito,norte,0
875,43.4,53,17,302.66,4,18,3,14,0.966,9,3,109.91,premium,mensal,boleto,centro-oeste,0
876,53.4,39,14,620.08,6,18,0,9,0.654,10,1,365.17,premium,anual,boleto,norte,0
877,24.3,53,19,70.22,2,28,3,17,0.899,0,1,286.95,basico,mensal,debito,sul,0
878,19.8,1,12,420.76,4,11,2,20,0.991,2,2,94.89,padrao,anual,pix,centro-oeste,0
879,36.9,71,10,826.33,4,4,3,27,0.642,7,5,306.24,premium,mensal,cartao,nordeste,0
880,35.3,71,3,166.11,1,27,1,26,0.782,1,2,300.56,basico,mensal,debito,centro-oeste,0
881,25.1,38,7,112.95,1,3,3,23,0.032,0,2,307.13,basico,anual,cartao,nordeste,0
882,36.5,32,17,796.53,4,19,3,23,0.427,10,5,164.06,premium,mensal,pix,sul,0
883,56.2,91,7,501.42,1,7,1,13,0.288,1,2,306.23,padrao,mensal,cartao,norte,0
884,28.6,23,1,970.12,7,27,2,10,0.824,2,4,337.47,padrao,mensal,boleto,norte,0
885,12.6,6,4,1127.28,4,29,1,16,0.678,10,5,164.87,premium,anual,pix,sudeste,0
886,23.3,5,11,1150.17,5,14,1,21,0.614,1,1,114.76,basico,mensal,cartao,sudeste,0
887,24.3,105,12,533.69,3,15,3,15,0.932,8,3,359.54,padrao,mensal,boleto,norte,0
888,8.7,44,19,346.62,2,13,0,6,0.089,6,2,263.35,padrao,mensal,debito,sudeste,0
889,10.6,13,18,745.99,3,12,0,0,0.954,5,1,205.64,basico,mensal,debito,nordeste,0
890,41.4,105,10,768.7,5,28,1,1,0.101,9,1,356.61,basico,mensal,debito,nordeste,1
891,21.0,18,11,761.92,3,8,3,12,0.347,0,4,88.86,basico,mensal,debito,nordeste,1
892,57.3,41,16,413.26,2,28,0,23,0.63,0,4,331.71,padrao,mensal,debito,nordeste,0
893,15.4,3,0,113.95,1,19,1,23,0.341,2,3,216.6,padrao,mensal,cartao,centro-oeste,0
894,6.8,81,11,283.61,4,28,2,24,0.683,5,4,55.21,premium,anual,cartao,nordeste,0
895,45.5,84,9,219.13,5,18,1,21,0.775,10,4,390.04,basico,mensal,boleto,centro-oeste,0
896,53.0,91,15,183.72,4,24,2,0,0.829,0,1,320.0,padrao,mensal,debito,nordeste,0
897,17.4,32,16,1114.49,2,14,2,26,0.179,4,1,117.21,basico,mensal,debito,nordeste,0
898,12.9,40,13,56.06,1,13,3,28,0.182,4,2,372.43,premium,mensal,boleto,norte,0
899,12.0,112,13,738.15,3,7,3,25,0.052,2,3,376.62,padrao,mensal,cartao,sul,1
900,31.8,98,13,1139.07,2,6,1,13,0.491,3,5,328.07,padrao,mensal,pix,centro-oeste,0
901,28.6,5,11,457.66,1,1,1,6,0.138,2,5,85.68,basico,anual,boleto,centro-oeste,0
902,16.3,83,4,651.43,7,11,1,27,0.319,1,5,107.0,basico,mensal,cartao,sudeste,1
903,3.7,97,5,847.11,2,29,1,5,0.84,5,2,311.35,basico,mensal,cartao,sudeste,0
904,29.4,67,14,407.92,2,28,3,23,0.949,10,3,368.87,padrao,anual,cartao,sul,0
905,57.6,77,12,594.08,4,20,2,28,0.822,4,1,117.31,basico,mensal,boleto,sudeste,1
906,39.5,1,4,987.84,6,10,2,27,0.001,6,3,205.8,padrao,mensal,pix,sudeste,0
907,30.2,4,17,904.61,3,15,1,15,0.568,7,1,95.63,basico,anual,cartao,centro-oeste,0
908,7.5,5,19,977.8,5,22,2,25,0.167,9,5,211.98,padrao,mensal,boleto,sudeste,0
909,15.9,19,12,1185.31,0,0,2,24,0.376,9,3,271.21,basico,mensal,debito,sul,0
910,18.4,118,4,469.58,4,27,2,29,0.428,9,4,46.58,basico,mensal,debito,centro-oeste,0
911,46.1,76,18,906.63,0,26,3,10,0.943,8,1,271.35,padrao,mensal,debito,sul,0
912,52.7,94,4,739.23,1,29,3,18,0.634,10,5,270.21,basico,mensal,boleto,sudeste,0
913,54.2,36,8,813.26,4,2,0,24,0.268,10,3,203.7,basico,anual,cartao,sul,0
914,59.1,112,17,898.25,1,28,0,6,0.643,8,1,362.24,padrao,anual,debito,sul,0
915,59.0,24,10,909.69,0,18,3,6,0.952,5,2,88.43,basico,mensal,boleto,nordeste,0
916,57.2,108,4,1067.46,1,16,1,11,0.059,3,2,58.37,padrao,anual,boleto,nordeste,0
917,5.2,4,1,445.21,6,5,1,10,0.816,6,1,218.4,padrao,anual,boleto,sudeste,0
918,9.1,3,7,798.04,4,14,3,22,0.217,9,1,231.79,basico,mensal,cartao,sul,0
919,19.0,10,13,365.14,3,10,2,28,0.153,8,4,135.91,basico,mensal,pix,nordeste,0
920,33.6,95,14,729.7,7,29,0,4,0.899,5,5,386.09,basico,mensal,cartao,nordeste,0
921,6.7,31,4,911.36,3,10,0,9,0.002,0,4,131.24,basico,mensal,cartao,nordeste,1
922,50.9,54,3,957.56,7,6,3,27,0.741,2,4,137.16,basico,anual,debito,centro-oeste,0
923,37.4,57,14,527.34,2,28,3,17,0.087,6,1,331.86,padrao,anual,pix,nordeste,0
924,33.0,94,3,630.12,0,5,1,6,0.618,4,1,372.12,basico,anual,debito,norte,0
925,10.8,42,1,427.27,0,27,3,18,0.621,5,1,232.91,premium,mensal,pix,nordeste,0
926,15.9,1,9,236.08,2,28,0,26,0.863,3,5,46.76,padrao,mensal,cartao,nordeste,0
927,10.5,46,11,342.2,1,9,3,11,0.823,0,4,167.86,basico,mensal,boleto,sudeste,0
928,51.3,35,4,1098.08,1,20,0,14,0.685,5,5,120.52,padrao,mensal,boleto,norte,0
929,35.5,87,4,398.4,3,23,2,18,0.381,4,5,223.87,basico,mensal,boleto,centro-oeste,0
930,44.4,90,4,1170.72,7,16,3,25,0.166,8,2,285.63,basico,mensal,boleto,centro-oeste,1
931,18.5,11,6,320.11,1,20,2,16,0.636,1,3,181.18,premium,mensal,boleto,norte,0
932,22.9,95,0,878.76,1,3,3,28,0.497,5,4,233.35,padrao,mensal,pix,sul,0
933,24.9,9,0,705.73,7,15,1,22,0.078,9,4,313.45,basico,mensal,debito,nordeste,0
934,45.8,74,7,848.37,1,15,1,12,0.956,2,4,128.51,premium,mensal,pix,norte,1
935,46.6,47,0,786.99,6,16,1,14,0.314,3,3,110.45,premium,anual,debito,norte,0
936,13.2,36,6,859.83,4,28,0,20,0.002,0,1,329.93,padrao,mensal,debito,norte,0
937,56.6,58,11,1090.43,7,24,1,2,0.902,6,5,53.23,padrao,mensal,pix,sudeste,0
938,8.1,37,0,693.62,4,18,0,6,0.577,9,4,94.11,padrao,mensal,boleto,norte,0
939,53.9,95,12,118.7,4,12,3,7,0.733,5,5,44.35,padrao,mensal,pix,nordeste,0
940,6.9,116,12,354.16,1,12,0,24,0.153,4,2,239.84,padrao,mensal,cartao,sudeste,0
941,16.6,98,11,861.53,4,0,0,24,0.405,8,1,255.93,padrao,anual,debito,nordeste,0
942,50.9,53,12,613.13,5,16,2,24,0.645,4,5,231.07,padrao,mensal,cartao,norte,0
943,11.6,60,16,676.32,7,7,2,3,0.251,4,5,189.04,basico,mensal,cartao,centro-oeste,0
944,25.4,54,1,732.03,0,26,0,8,0.701,8,5,230.35,basico,mensal,debito,norte,0
945,27.5,95,3,483.85,1,23,2,9,0.234,3,3,109.72,basico,mensal,cartao,sul,0
946,15.5,66,6,937.72,0,27,0,0,0.209,9,5,337.35,basico,anual,pix,norte,0
947,42.9,56,13,879.3,6,29,3,7,0.012,2,2,392.98,basico,anual,pix,norte,0
948,51.2,49,17,868.59,0,12,0,12,0.282,5,4,234.52,padrao,mensal,cartao,sudeste,0
949,52.6,45,18,869.76,7,12,2,26,0.247,2,3,174.67,premium,mensal,boleto,centro-oeste,0
950,21.0,66,11,1072.82,2,18,2,5,0.764,6,1,324.94,basico,mensal,debito,sudeste,0
951,32.3,82,8,730.66,2,12,1,25,0.57,4,4,109.41,basico,mensal,pix,norte,1
952,15.7,52,8,1161.8,7,8,2,24,0.178,2,2,155.38,padrao,mensal,pix,norte,0
953,15.4,96,1,178.26,5,21,1,4,0.568,8,1,378.29,basico,anual,pix,centro-oeste,0
954,10.5,99,9,773.07,4,13,2,7,0.225,10,4,106.97,padrao,anual,boleto,norte,0
955,56.5,52,10,871.63,7,28,0,13,0.426,0,4,80.26,padrao,mensal,pix,sudeste,0
956,53.4,109,4,593.58,6,6,2,28,0.888,6,2,236.59,padrao,anual,cartao,centro-oeste,0
957,46.9,21,15,374.32,5,13,3,23,0.719,7,5,251.37,basico,mensal,cartao,sul,0
958,31.5,111,16,678.04,2,15,3,29,0.651,7,4,254.87,basico,mensal,debito,nordeste,0
959,29.9,35,6,463.11,7,27,1,9,0.281,2,1,99.11,padrao,mensal,cartao,centro-oeste,0
960,32.3,68,18,1094.58,5,17,1,27,0.125,1,2,299.51,basico,mensal,pix,sul,0
961,32.7,34,2,453.88,7,2,1,28,0.753,5,5,127.12,basico,mensal,cartao,norte,1
962,26.6,53,18,243.82,7,10,3,17,0.568,7,1,381.22,basico,anual,boleto,norte,0
963,8.8,41,15,708.61,4,26,3,4,0.623,3,5,121.96,padrao,mensal,debito,nordeste,0
964,8.4,84,4,499.35,2,8,2,8,0.975,4,3,46.13,padrao,mensal,boleto,norte,0
965,57.2,10,13,151.24,7,10,3,3,0.348,5,4,244.32,padrao,mensal,debito,norte,0
966,29.4,100,6,695.22,7,4,0,24,0.801,4,4,112.93,padrao,mensal,boleto,nordeste,0
967,57.2,108,15,663.9,0,21,3,9,0.559,5,3,266.19,basico,mensal,pix,sudeste,1
968,10.7,67,3,240.91,5,4,3,21,0.235,7,3,122.42,premium,mensal,pix,norte,0
969,33.7,66,4,733.26,4,11,2,8,0.053,10,3,194.01,padrao,mensal,pix,norte,0
970,13.3,84,6,698.14,5,21,2,29,0.616,8,4,104.53,basico,mensal,boleto,sul,0
971,15.9,24,3,937.39,7,26,3,23,0.298,0,4,194.27,padrao,mensal,debito,centro-oeste,0
972,2.8,90,6,459.42,2,6,2,11,0.695,3,3,89.05,basico,mensal,boleto,sul,1
973,8.0,27,12,328.56,7,9,3,14,0.701,0,3,161.57,premium,anual,debito,sudeste,1
974,55.1,81,12,1143.42,5,3,0,1,0.455,9,4,111.52,basico,mensal,boleto,sudeste,0
975,20.0,37,11,691.01,0,13,2,4,0.536,7,4,333.7,basico,anual,debito,nordeste,0
976,36.9,89,3,71.48,4,29,1,29,0.627,2,4,302.47,premium,anual,debito,sul,0
977,28.4,95,4,992.03,1,9,3,24,0.469,9,3,99.95,padrao,mensal,debito,norte,0
978,24.6,25,18,268.24,7,7,3,25,0.877,6,3,69.75,basico,anual,boleto,norte,0
979,32.4,74,5,951.8,6,11,3,19,0.076,0,3,49.17,padrao,mensal,boleto,nordeste,0
980,12.0,60,2,857.99,7,26,0,6,0.98,1,3,121.5,padrao,anual,boleto,sul,0
981,59.3,35,9,1163.82,4,16,1,3,0.033,8,1,212.76,basico,mensal,boleto,centro-oeste,1
982,49.3,71,0,1160.07,3,18,0,21,0.208,3,3,183.86,padrao,mensal,boleto,centro-oeste,0
983,44.8,119,6,358.32,3,23,3,9,0.708,5,3,389.64,padrao,anual,boleto,sul,0
984,28.7,1,17,929.08,7,21,1,0,0.085,9,1,325.11,padrao,anual,pix,sul,0
985,10.0,114,5,407.55,1,17,2,0,0.262,3,5,68.05,premium,mensal,debito,centro-oeste,1
986,55.3,102,14,769.87,7,16,1,16,0.154,0,4,97.12,padrao,anual,debito,norte,0
987,21.1,63,9,733.39,3,15,3,25,0.724,0,1,49.48,padrao,anual,pix,nordeste,0
988,4.0,73,7,103.27,4,5,3,10,0.579,10,2,89.66,padrao,anual,debito,nordeste,1
989,21.2,44,13,46.01,5,12,3,29,0.064,6,3,230.49,basico,anual,debito,norte,0
990,47.9,16,11,107.01,0,25,2,11,0.46,3,5,67.53,basico,anual,boleto,sul,0
991,37.7,69,6,188.41,1,1,0,21,0.209,0,3,61.45,premium,mensal,boleto,centro-oeste,0
992,45.3,98,4,338.88,1,24,3,7,0.968,7,5,82.44,padrao,anual,boleto,nordeste,0
993,47.8,28,18,1092.07,6,16,0,18,0.108,0,1,280.89,basico,mensal,cartao,sudeste,0
994,13.5,86,3,641.61,0,10,1,8,0.598,1,3,46.87,basico,anual,boleto,centro-oeste,0
995,55.5,90,19,964.39,4,3,1,23,0.482,6,5,388.97,basico,anual,boleto,centro-oeste,0
996,26.8,91,9,1012.44,0,22,1,13,0.578,7,5,176.98,basico,mensal,debito,centro-oeste,0
997,38.7,41,19,892.53,6,0,3,1,0.956,6,2,161.07,basico,mensal,boleto,norte,0
998,1.1,47,7,494.01,7,16,0,7,0.341,10,4,210.83,padrao,mensal,pix,sul,0
999,59.6,50,11,1042.08,3,4,2,10,0.749,2,1,226.33,basico,mensal,boleto,nordeste,0
1000,17.6,102,12,900.78,1,27,0,13,0.447,6,1,191.1,padrao,mensal,boleto,nordeste,1
1001,4.7,108,6,902.06,3,5,3,8,0.661,3,5,214.98,premium,anual,cartao,nordeste,1
1002,28.0,50,4,1085.83,5,24,2,17,0.366,3,4,162.2,premium,anual,pix,sudeste,0
1003,8.6,116,10,734.45,5,17,1,28,0.227,1,2,155.82,padrao,anual,cartao,sul,1
1004,10.0,68,13,653.15,5,1,0,21,0.084,8,5,49.73,basico,mensal,cartao,nordeste,0
1005,38.3,46,5,1072.59,4,21,0,9,0.102,7,5,281.75,padrao,anual,pix,nordeste,0
1006,24.2,1,15,567.18,5,26,0,20,0.959,7,1,262.12,padrao,anual,pix,sul,0
